ID,No.,Type,Rarity,Name,Level,Total Exp,Current Exp,Required Exp,Link,MOD,Max HP,HP,Damage,Accuracy,Evasion,Rate of Fire,Move Speed,Armor,Rounds,Crit.Damage,Skill1,Skill2,Equip1,Equip2,Equip3,Affection,Oathed,Oathed Datetime,Locked
155751522,289,AR,★★★★★,R5,43,136146,0,0,x3,,264,264,37,29,24,62,10,0,0,20,1,0,,,,100,,,Locked
156269568,287,AR,★★★★★,SIG-556,31,53108,0,0,x2,,158,158,31,20,19,59,10,0,0,20,1,0,,,,100,,,Locked
156269693,180,RF,★★★★,PzB39,43,143353,0,0,x3,,180,180,97,37,17,26,7,0,0,40,1,0,,,,100,,,Locked
156351609,20094,SMG,★★★★,Type64 Mod,115,10083300,-,-,x5,Mod2,900,900,30,13,74,93,12,0,0,5,10,10,,,,100,,,Locked
156455352,20012,HG,★★★★,C96 Mod,115,10083300,-,-,x5,Mod2,425,425,34,54,74,63,15,0,0,20,10,10,,,,100,,,Locked
158137892,314,AR,★★★,StG-940,35,71828,0,0,x3,,222,222,31,23,20,55,10,0,0,20,1,0,,,,100,,,Locked
158477626,20071,AR,★★★★,Galil Mod,115,10083300,-,-,x5,Mod2,630,630,56,52,47,66,10,0,0,20,10,10,,,,100,,,Locked
158477783,49,RF,★★★,Type56R,100,3263300,-,-,x5,,465,465,109,69,38,36,7,0,0,40,6,0,,,,100,,,Locked
158672494,311,SMG,★★★★★,Lusa,100,3263300,-,-,x5,,1025,1025,31,14,73,94,12,0,0,5,4,0,,,,100,,,Locked
159173617,293,AR,★★★★★,AK-15,75,970669,0,0,x4,,388,388,51,44,42,71,10,0,0,20,2,0,VFL 6-24X56,APCR High-Velocity Ammo,,100,,,Locked
160191423,320,RF,★★★,GM6 Lynx,30,46960,0,0,x3,,165,165,80,31,13,26,7,0,0,40,1,0,,,,100,,,Locked
161026328,1009,HG,★★★★★,El Clear,13,8000,0,0,x1,,37,37,14,15,21,42,15,0,0,20,1,0,,,,100,,,Locked
161101102,1010,HG,★★★★★,El Fail,13,8800,0,0,x1,,37,37,14,15,21,42,15,0,0,20,1,0,,,,100,,,Locked
162294473,13,HG,★★★,Type92,30,45216,0,0,x3,,123,123,19,19,34,48,15,0,0,20,1,0,,,,100,,,Locked
163606590,324,SG,★★★★★,M6 ASW,32,57444,0,0,x3,,513,513,24,7,7,22,6,9,4,40,1,0,,,,100,,,Locked
164068085,340,AR,★★★★★,TKB-408,29,42018,0,0,x2,,150,150,31,20,19,55,10,0,0,20,1,0,,,,100,,,Locked
165546058,305,RF,★★★★,Tabuk,31,51200,0,0,x3,,165,165,68,34,16,30,7,0,0,40,1,0,,,,100,,,Locked
165692974,220,HG,★★★,MP-443,100,3263300,-,-,x5,,350,350,33,53,71,59,15,0,0,20,1,0,,,,80,,,Locked
166362682,329,RF,★★★★★,SVCh,70,705000,0,0,x4,,296,296,122,75,24,32,7,0,0,40,1,0,,,,100,,,Locked
166544984,80,MG,★★★,M1919A4,29,42338,0,0,x2,,234,234,56,12,10,78,4,0,9,5,1,0,,,,100,,,Locked
167495349,1030,SMG,★★★★★,Jashin-chan,30,46600,0,0,x3,,393,393,15,7,31,62,12,0,0,5,4,0,,,,100,,,Locked
167748971,1032,AR,★★★★★,Medusa,24,29794,0,0,x2,,150,150,31,20,17,54,10,0,0,30,1,0,,,,100,,,Locked
168051470,1034,SG,★★★★★,Minos,30,45000,0,0,x3,,555,555,24,6,6,20,6,9,4,40,1,0,,,,100,,,Locked
168669895,337,RF,★★★★★,De Lisle,30,45000,0,0,x3,,198,198,61,35,16,28,7,0,0,40,1,0,,,,100,,,Locked
170028167,312,RF,★★★★★,VSK-94,30,45000,0,0,x3,,171,171,71,30,13,29,7,0,0,40,1,0,,,,72,,,Locked
170191074,53,RF,★★★★★,NTW-20,1,0,0,0,x1,,47,47,56,9,4,20,7,0,0,40,1,0,,,,50,,,
170253545,325,SG,★★★★,PM5,11,6000,0,0,x2,,262,262,16,3,4,21,6,4,5,40,1,0,,,,69,,,Locked
171883520,319,MG,★★★★,PM1910,1,0,0,0,x1,,95,95,34,4,4,72,4,0,10,5,1,0,,,,84,,,Locked
172561181,317,RF,★★★★,Mondragon M1908,1,0,0,0,x1,,42,42,40,9,4,27,7,0,0,40,1,0,,,,84,,,Locked
172562369,290,AR,★★★★★,89 Shiki,30,45000,0,0,x2,,158,158,30,19,18,62,10,0,0,20,1,0,,,,72,,,Locked
172751197,315,SMG,★★★★★,AUG Para,30,45000,0,0,x2,,240,240,17,6,32,69,12,0,0,5,1,0,,,,72,,,Locked
173002294,323,SG,★★★★★,LTLX7000,100,3263300,-,-,x5,,1375,1375,25,15,12,28,6,25,5,40,10,0,Type 3 Armor Plate,#7.5 Birdshot,ITI MARS,100,,,Locked
173003113,303,HG,★★★★★,HP-35,100,3263300,-,-,x5,,380,380,33,68,94,58,15,0,0,20,4,0,AC4 Suppressor,,IOP T4 Exoskeleton,100,,,Locked
173095239,318,AR,★★★★★,VHS,30,45000,0,0,x1,,75,75,30,20,18,59,10,0,0,20,1,0,,,,72,,,Locked
173182642,295,SMG,★★★★,CF-05,1,0,0,0,x1,,96,96,10,2,10,61,12,0,0,5,1,0,,,,84,,,Locked
173394975,315,SMG,★★★★★,AUG Para,1,0,0,0,x1,,93,93,11,2,11,60,12,0,0,5,1,0,,,,50,,,
174078751,53,RF,★★★★★,NTW-20,1,0,0,0,x1,,47,47,56,9,4,20,7,0,0,40,1,0,,,,50,,,
174258457,178,SMG,★★★,F1,32,57187,0,0,x1,,139,139,16,7,26,62,12,0,0,5,4,0,,,,100,,,Locked
174329034,330,AR,★★★★,FX-05,100,3263300,-,-,x5,,550,550,54,55,47,69,10,0,0,20,3,0,,,,59,,,Locked
174329125,264,MG,★★★★,Chauchat,1,0,0,0,x1,,87,87,36,4,4,54,4,0,9,5,1,0,,,,45,,,
174329401,339,MG,★★★★★,RPK-203,71,786700,0,0,x4,,564,564,73,26,26,111,4,0,9,5,1,0,Mk211 High-Explosive Armor-Piercing Ammo,ITI MARS,,81,,,Locked
174331132,338,AR,★★★★★,SIG MCX,5,1484,0,0,x1,,61,61,20,10,9,57,10,0,0,20,1,0,,,,100,,,Locked
174395756,336,SMG,★★★★,PPD-40,72,819830,0,0,x4,,636,636,24,11,60,80,12,0,0,5,1,0,IOP X4 Exoskeleton,16Lab Hollow-Point,,100,,,Locked
174395795,286,SMG,★★★★,K-PDW,11,6000,0,0,x2,,198,198,15,4,17,60,12,0,0,5,1,0,,,,84,,,Locked
174395957,304,SMG,★★★★,SAF,30,45000,0,0,x3,,351,351,15,6,28,79,12,0,0,5,1,0,,,,69,,,Locked
175188834,336,SMG,★★★★,PPD-40,1,0,0,0,x1,,93,93,10,2,10,61,12,0,0,5,1,0,,,,50,,,
175554883,161,SG,★★★★,Type97S,100,3263300,-,-,x5,,1320,1320,33,12,13,27,6,20,3,40,1,0,,,,69,,,Locked
175601368,304,SMG,★★★★,SAF,1,0,0,0,x1,,90,90,10,2,10,70,12,0,0,5,1,0,,,,45,,,
175835821,17,SMG,★★,M3,1,0,0,0,x1,,93,93,11,2,9,46,12,0,0,5,1,0,,,,84,,,Locked
175865447,25,SMG,★★,MP40,1,0,0,0,x1,,93,93,11,2,8,52,12,0,0,5,1,0,,,,84,,,Locked
176227702,149,MG,★★★★,AEK-999,1,0,0,0,x1,,83,83,34,4,4,83,4,0,10,5,1,0,,,,84,,,Locked
176377127,337,RF,★★★★★,De Lisle,1,0,0,0,x1,,51,51,37,10,5,24,7,0,0,40,1,0,,,,50,,,
176611699,293,AR,★★★★★,AK-15,1,0,0,0,x1,,55,55,19,6,6,50,10,0,0,20,1,0,,,,50,,,
176679660,216,AR,★★★★,XM8,1,0,0,0,x1,,54,54,18,6,6,54,10,0,0,20,1,0,,,,45,,,
176807925,313,AR,★★★★★,S-ACR,1,0,0,0,x1,,62,62,16,6,5,61,10,0,0,20,1,0,,,,69,,,Locked
177160160,328,SMG,★★★★,AR-57,1,0,0,0,x1,,92,92,10,2,10,64,12,0,0,5,1,0,,,,84,,,Locked
177541868,1022,SG,★★★★★,Dana Zane,1,0,0,0,x1,,135,135,15,2,2,18,6,3,1,40,1,0,,,,50,,,Locked
178428027,351,SG,★★★★★,M26-MASS,100,3263300,-,-,x5,,1265,1265,35,15,14,30,6,22,5,40,1,0,Type 3 Armor Plate,Shotgun Flash Shells,ITI MARS,88,,,Locked
178428035,1021,MG,★★★★★,Alma Armas,1,0,0,0,x1,,98,98,32,4,3,87,4,0,9,5,1,0,,,,50,,,Locked
178428039,1019,SMG,★★★★★,Dorothy Haze,1,0,0,0,x1,,88,88,10,2,10,52,12,0,0,5,1,0,,,,50,,,Locked
179041022,1017,HG,★★★★★,Jill Stingray,1,0,0,0,x1,,40,40,10,6,11,36,15,0,0,20,1,0,,,,50,,,Locked
180420132,310,HG,★★★★,Rex Zero 1,1,0,0,0,x1,,35,35,12,8,10,42,15,0,0,20,1,0,,,,50,,,Locked
180597065,216,AR,★★★★,XM8,1,0,0,0,x1,,54,54,18,6,6,54,10,0,0,20,1,0,,,,50,,,
180597393,330,AR,★★★★,FX-05,1,0,0,0,x1,,55,55,19,7,6,46,10,0,0,20,1,0,,,,50,,,
180597422,348,RF,★★★★★,HS.50,100,3263300,-,-,x5,,440,440,159,84,29,33,7,0,0,40,10,0,,,,50,,,Locked
181269015,198,RF,★★★★★,Carcano M91/38,1,0,0,0,x1,,37,37,47,10,5,22,7,0,0,40,1,0,,,,50,,,Locked
148654615,113,HG,★★★,Serdyukov,23,27200,1900,400,x1,,43,43,18,21,25,45,15,0,0,20,1,0,,,,100,,,Locked
163779981,322,HG,★★★,QSB-91,29,42548,1548,1852,x1,,45,45,21,25,29,41,15,0,0,20,1,0,,,,100,,,Locked
63816486,98,HG,★★★★,SPP-1,14,10035,935,465,x1,,43,43,16,16,19,34,15,0,0,20,1,0,,,,100,,,Locked
45602857,20037,RF,★★★★,M14 Mod,115,11311443,1228143,971857,x5,Mod3,430,430,116,77,30,44,7,0,0,40,10,10,Mk211 High-Explosive Armor-Piercing Ammo,M2 Bipod,Thermoptic Camouflage Cape,97,,,Locked
64452870,20097,HG,★★★★★★,M950A Mod,115,10446739,363439,1836561,x5,Mod3,400,400,34,60,80,72,15,0,0,20,10,10,WML & Tactical Handguard,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,92,,,Locked
95061018,20002,HG,★★★★,M1911 Mod,115,11638994,1555694,644306,x5,Mod3,370,241,30,54,81,58,15,0,0,20,10,10,AC4 Suppressor,XM261 ACP,IOP X4 Exoskeleton,92,,,Locked
114285619,20007,HG,★★★★★,Stechkin Mod,115,10083300,-,-,x5,Mod2,425,425,33,54,72,66,15,0,0,20,10,10,AC4 Suppressor,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,97,,,Locked
124660697,20252,RF,★★★★★,KSVK Mod,115,10359592,276292,1923708,x5,Mod3,450,450,173,91,33,32,7,0,0,40,10,10,12.7mm 1SL,VFL 6-24X56,Thermoptic Camouflage Cape,97,,,Locked
45521862,20005,HG,★★★★,M1895 Mod,115,10102050,18750,2181250,x5,Mod3,355,355,37,51,104,45,15,0,0,20,10,10,M1895 Suppressor,ILM Hollow-Point Ammo,IOP X4 Exoskeleton,100,,,Locked
45619763,20053,RF,★★★★★★,NTW-20 Mod,115,11326750,1243450,956550,x5,Mod3,475,475,195,94,35,32,7,0,0,40,10,10,20mm HEI,VFL 6-24X56,Thermoptic Camouflage Cape,200,Oathed,2020-02-14 14:53,Locked
106466310,4,HG,★★★★★,Python,100,3263300,-,-,x5,,350,350,42,86,87,49,15,0,0,40,10,0,RMR T4 Red Dot Sight,ILM Hollow-Point Ammo,IOP X4 Exoskeleton,93,,,Locked
133304489,97,HG,★★★★★,M950A,100,3263300,-,-,x5,,380,380,32,58,72,72,15,0,0,20,8,0,,,,100,,,Locked
166941017,1031,RF,★★★★★,Pekola,100,3263300,-,-,x5,,440,440,133,84,42,37,7,0,0,40,10,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Donut of Sweet Dreams,100,,,Locked
117102323,232,HG,★★★,MP-448,13,8163,363,937,x1,,36,36,12,16,25,43,15,0,0,20,1,0,,,,100,,,Locked
48664162,96,HG,★★★★★,Grizzly,100,3263300,-,-,x5,,430,430,40,54,70,54,15,0,0,20,10,0,PEQ-16A,,MkV Mobility Skeleton,95,,,Locked
98461595,20095,RF,★★★★,Type88 Mod,115,10459419,376119,1823881,x5,Mod3,520,520,123,72,40,37,7,0,0,40,10,10,Magnetic Accelerated Rounds,Acceleration Coil,Thermoptic Camouflage Cape,95,,,Locked
112807035,1009,HG,★★★★★,El Clear,100,3263300,-,-,x5,,330,330,33,66,93,61,15,0,0,20,10,0,Glorylight,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,90,,,Locked
126275633,242,HG,★★★★★,P22,100,3263300,-,-,x5,,350,350,30,70,116,62,15,0,0,20,10,0,16Lab Infrared Designator,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,95,,,Locked
173001612,316,RF,★★★★★,General Liu,100,3263300,-,-,x5,,400,400,139,88,30,40,7,0,0,40,8,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Thermoptic Camouflage Cape,74,,,Locked
46113001,20055,AR,★★★★★,M4A1 Mod,116,15105657,2822357,177643,x5,Mod3,565,565,58,58,58,80,10,0,0,20,10,10,VFL 6-24X56,16Lab High-Velocity Ammo,Inherited Case,200,Oathed,2022-02-23 02:03,Locked
47598357,20065,AR,★★★★★★,416 Mod,115,10570072,486772,1713228,x5,Mod3,620,620,57,54,50,78,10,0,0,20,10,10,VFL 6-24X56,APCR High-Velocity Ammo,Tactical Headwear,100,,,Locked
59079988,20122,AR,★★★★★★,Gr G11 Mod,115,10134753,51453,2148547,x5,Mod3,620,620,50,50,47,97,10,0,0,20,10,10,VFL 6-24X56,16Lab High-Velocity Ammo,G-box,100,,,Locked
72902947,20143,SMG,★★★★★★,RO635 Mod,115,10085104,1804,2198196,x5,Mod3,1035,1035,31,16,80,97,12,0,0,5,10,10,Beloved Dangle,ILM Hollow-Point Ammo,AC4 Suppressor,100,,,Locked
166355356,242,HG,★★★★★,P22,100,3263300,-,-,x5,,350,350,30,70,116,62,15,0,0,20,7,0,AC4 Suppressor,ILM Hollow-Point Ammo,IOP X4 Exoskeleton,100,,,Locked
45627168,34,RF,★★★,M1 Garand,95,2660818,87418,42982,x4,,344,344,122,63,29,37,7,0,0,40,1,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
45637254,18,SMG,★★★,Ingram,93,2357234,33634,89466,x5,,850,850,29,12,67,89,12,0,0,5,1,0,IOP X4 Exoskeleton,ILM Hollow-Point Ammo,MAX10 Upper Receiver,100,,,Locked
46002441,11,HG,★★★,P08,93,2377336,53736,69364,x5,,335,335,32,46,79,54,15,0,0,20,1,0,AC4 Suppressor,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,100,,,Locked
47633681,100,HG,★★★★,P7,94,2558400,111700,15000,x5,,305,305,32,62,83,60,15,0,0,20,1,0,AC4 Suppressor,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,100,,,Locked
171186925,198,RF,★★★★★,Carcano M91/38,90,2006218,30818,81782,x4,,276,276,143,87,42,33,7,0,0,40,2,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Thermoptic Camouflage Cape,92,,,Locked
45982623,3,HG,★★★,M9,90,2057249,81849,30751,x5,,365,365,29,54,63,59,15,0,0,20,1,0,M9 BC2 Grips,16Lab Hollow-Point,IOP X4 Exoskeleton,100,,,Locked
93757644,38,RF,★★★,M21,84,1565609,60409,12191,x4,,340,340,112,68,25,33,7,0,0,40,1,0,Mk211 High-Explosive Armor-Piercing Ammo,ART2,,100,,,Locked
174052270,292,MG,★★★★★,RPK-16,92,2296116,92016,27484,x5,,795,795,84,36,35,125,4,0,10,5,4,0,Mk211 High-Explosive Armor-Piercing Ammo,ITI MARS,,100,,,Locked
176013524,201,RF,★★★,Gepard M1,41,118800,4500,4800,x3,,186,186,93,39,15,24,7,0,0,40,1,0,,,,100,,,Locked
177410757,20152,SG,★★★★,M1897 Mod,110,5683060,419760,60240,x5,Mod2,1340,1340,38,13,12,26,6,22,4,40,3,1,Type 3 Armor Plate,#000 Buckshot,ITI MARS,100,,,Locked
46273621,22,SMG,★★★,PPS-43,100,3263300,-,-,x5,,880,880,35,14,69,74,12,0,0,5,1,0,,,,100,,,Locked
51054748,172,AR,★★★★★,Am RFB,100,3263300,-,-,x5,,525,525,73,72,52,54,10,0,0,30,4,0,Am RFB Quad Rail,,,100,,,Locked
52170066,129,AR,★★★★★,Type95,100,3263300,-,-,x5,,580,580,58,55,49,71,10,0,0,20,4,0,Advanced Infantry Sight,,,100,,,Locked
146039629,1028,SMG,★★★★★,Agent Vector,100,3263300,-,-,x5,,925,925,32,12,75,101,12,0,0,5,10,0,Go-Bag "V",.45 Hollow Point Ammo (Incendiary),Osprey 45 Silencer,100,,,Locked
146173140,1029,AR,★★★★★,Agent 416,100,3263300,-,-,x5,,605,605,54,49,47,76,10,0,0,20,10,0,ACOG (4X),556 High-Velocity Ammo (Explosive),416's Go-Bag,100,,,Locked
45637303,36,RF,★★★★,Springfield,100,3263300,-,-,x5,,420,420,135,76,42,32,7,0,0,40,1,0,National Match-Grade Armor-Piercing Ammo,,,100,,,Locked
46202273,8,HG,★★★,Makarov,100,3263300,-,-,x5,,315,315,28,65,101,61,15,0,0,20,2,0,Tactical Grip,,,100,,,Locked
70382732,1018,HG,★★★★★,Sei Asagiri,100,3263300,-,-,x5,,425,425,32,62,81,53,15,0,0,20,4,0,,,White Knight's Armor,100,,,Locked
117668209,126,HG,★★★★★,NZ75,100,3263300,-,-,x5,,365,365,35,66,78,63,15,0,0,20,1,0,Wooden Grips,,,100,,,Locked
167053153,1033,MG,★★★★★,Hanazono Yurine,100,3263300,-,-,x5,,910,910,98,31,26,128,4,0,10,5,10,0,16Lab Sub-Caliber Armor-Piercing Ammo,VFL 6-24X56,IOP Maximum Ammo Box,100,,,Locked
50479709,130,AR,★★★★★,Type97,100,3263300,-,-,x5,,580,580,57,54,49,72,10,0,0,20,4,0,Advanced Infantry Sight,,,100,,,Locked
52663973,215,AR,★★★★★,MDR,100,3263300,-,-,x5,,595,595,59,53,44,76,10,0,0,20,8,0,BPR4 & SRM6,,,100,,,Locked
54530165,228,SMG,★★★★★,100 Shiki,100,3263300,-,-,x5,,1060,1060,31,15,71,76,12,0,0,5,4,0,,,Folding Stock,100,,,Locked
63430429,115,SMG,★★★★★,Suomi,100,3263300,-,-,x5,,1100,1100,30,16,59,93,12,0,0,5,2,0,Mk31 Multi-functional Exoskeleton,,,100,,,Locked
80218635,107,AR,★★,FF F2000,100,3263300,-,-,x5,,525,525,45,47,42,81,10,0,0,20,1,0,Exclusive Optical Sight,,,100,,,Locked
46821658,42,RF,★★★★,PTRD,100,3263300,-,-,x5,,465,465,167,79,31,28,7,0,0,40,1,0,,,Blue Thick Cape,100,,,Locked
63405170,127,SMG,★★★★★,Type79,100,3263300,-,-,x5,,970,970,34,13,74,88,12,0,0,5,4,0,,S&B762,,100,,,Locked
82754890,125,MG,★★★★★,Gr MG4,100,3263300,-,-,x5,,910,910,89,36,36,139,4,0,9,5,4,0,,Gr MG4 MGO,,100,,,Locked
87548463,202,HG,★★★★,Thunder,100,3263300,-,-,x5,,430,430,49,60,63,37,15,0,0,40,4,0,,,,100,,,Locked
147474339,92,SMG,★★,Spectre M4,100,3263300,-,-,x5,,880,880,27,13,70,88,12,0,0,5,1,0,,,Tactical Folding Stock,100,,,Locked
90748427,204,RF,★★★★★,Ballista,34,66715,0,0,x3,,165,165,81,40,16,28,7,0,0,40,1,0,,,,100,,,Locked
92348080,208,MG,★★★★★,HMG21,100,3263300,-,-,x5,,845,845,97,31,35,135,4,0,10,5,4,0,,,,100,,,Locked
107721370,270,RF,★★★★,4 Shiki,100,3263300,-,-,x5,,420,420,118,78,39,39,7,0,0,40,4,0,Arisaka AP Rounds,,,100,,,Locked
140072906,275,MG,★★★★,M1895 CB,100,3263300,-,-,x5,,950,950,95,28,25,131,4,0,10,5,10,0,,,,100,,,Locked
158376799,20031,SMG,★★★★,M38 Mod,115,10083300,-,-,x5,Mod2,1080,1080,35,13,63,79,12,0,0,5,10,10,IOP T4 Exoskeleton,,AC4 Suppressor,100,,,Locked
