Item ID,Item Name,Item Number
item-100169,Correction Coin,0
item-100170,Nova Medal - Maze Guess,2
item-100171,Platinum Medal - Maze Guess,4
item-100175,Kotaro Coin,10
item-100176,Platinum Medal – The Glistening Bloom,557
item-100177,Nova Medal: Love Bakery,6
item-100178,Platinum Medal: Love Bakery,31
item-100179,Fragrant Cocoa,0
item-100180,Supply Box - Slow Shock,0
item-100181,Nova Medal - Slow Shock,14
item-100182,Platinum Medal - Slow Shock,4
item-100183,True Core Mask - Slow Shock,0
item-100184,Corrupted Heart Mask - Slow Shock,0
item-100191,Nova Medal - Lost in Thoughts,3
item-100192,Platinum Medal - Lost in Thoughts,0
item-100193,Thought Token,40
item-100199,Frosty Crate,0
item-100204,Shattered Glass Commendation,15
item-100205,Nova Medal - Through the Looking-Glass,4
item-100206,Platinum Medal - Through the Looking-Glass,1
item-100212,Nova Medal - The Summer Garden of Forking Paths,4
item-100213,Platinum Medal - The Summer Garden of Forking Paths,3
item-100214,Shape of Memory,1
item-100215,Corrupted Heart Mask - The Summer Garden of Forking Paths,0
item-100222,Novel Medal - Cartesian Theater,3
item-100223,Platinum Medal - Cartesian Theater,1
item-100224,Destiny Dice,10
item-100225,Corrupted Heart Mask - Cartesian Theater,0
item-100240,True Core Masks · Halloween,0
item-110006,Event Points,2400
item-110007,Event Points,2020
item-110008,Event Points,2500
item-110009,Event Points,2450
item-110010,Event Points,3000
item-110011,Event Points,2400
item-110012,Event Points,2500
item-110013,Event Points,2400
item-110014,Event Points,2500
item-110015,Event Points,2420
item-110016,Event Points,2600
item-110017,Event Points,2550
item-110018,Event Points,2450
item-110019,Event Points,2500
item-110020,Event Points,2400
item-110021,Event Points,2400
item-110022,Event Points,2400
item-110023,Event Points,2360
item-110024,Event Points,2500
item-110025,Event Points,2240
item-110026,Event Points,2400
item-110027,Event Points,2500
item-110028,Event Points,2500
item-110030,Event Points,2450
item-110031,Event Points,3000
item-110039,Event Points,4782361
item-110041,Event Points,3700269
item-110043,Event Points,5197268
item-110044,Event Points,3703934
item-110046,Event Points,3212270
item-110050,Event Points,2263762
item-110053,Event Points,3172776
item-110054,Event Points,3509701
item-110061,Event Points,3690392
item-110064,Event Points,5288922
item-120001,Besties Chatter,1
item-120002,Besties Chatter,1
item-120003,Besties Chatter,1
item-120004,Besties Chatter,1
item-120005,Besties Chatter,1
item-120006,Besties Chatter,1
item-133007,Desert Yellow - Main Battle Tank Armor Design,1
item-133008,Desert Yellow - Universal Machine Gun MK-I,1
item-133009,Desert Yellow - Anti-Armor Sniper Rifle,1
item-133011,Desert Yellow - Machine Gun Team,1
item-133012,Desert Yellow - Automotive Night Vision,1
item-133013,Desert Yellow - Flamethrower,1
item-133014,Desert Yellow - Shell Launcher,1
item-133015,Desert Yellow - Grenade Launcher,1
item-133016,Desert Yellow - Laser Weapon,1
item-133017,Desert Yellow - Cannon,1
item-133018,Desert Yellow - Anti-Aircraft Cannon,1
item-133019,Desert Yellow - Impulse Cannon,1
item-133020,Desert Yellow - Armored Cannon,1
item-133021,Desert Yellow - Jammer Gun,1
item-133022,Desert Yellow - Jammer,1
item-133023,Desert Yellow - Signal Transceiver,1
item-133024,Desert Yellow - Smoke Grenade Launcher,1
item-133025,Desert Yellow - Missile Launcher MK1,1
item-133031,Urban Camouflage - Main Battle Tank Armor Design,1
item-133032,Urban Camouflage - Universal Machine Gun MK-I,1
item-133033,Urban Camouflage - Anti-Armor Sniper Rifle,1
item-133035,Urban Camouflage - Machine Gun Team,1
item-133036,Urban Camouflage - Automotive Night Vision,1
item-133037,Urban Camouflage - Flamethrower,1
item-133038,Urban Camouflage - Shell Launcher,1
item-133039,Urban Camouflage - Grenade Launcher,1
item-133040,Urban Camouflage - Laser Weapon,1
item-133041,Urban Camouflage - Cannon,1
item-133042,Urban Camouflage - Anti-Aircraft Cannon,1
item-133043,Urban Camouflage - Impulse Cannon,1
item-133044,Urban Camouflage - Armored Cannon,1
item-133045,Urban Camouflage - Jammer Gun,1
item-133046,Urban Camouflage - Jammer,1
item-133047,Urban Camouflage - Signal Transceiver,1
item-133048,Urban Camouflage - Smoke Grenade Launcher,1
item-133049,Urban Camouflage - Missile Launcher MK1,1
item-133050,Urban Camouflage - Missile Launcher MK2,1
item-133051,Urban Camouflage - Railgun,1
item-133052,Urban Camouflage - Automated Defense System,1
item-133053,Urban Camouflage - Rotating Turret,1
item-133054,Urban Camouflage - Drone Compartment,1
item-133055,Desert Yellow - Tactical Mech Armor Design,1
item-133056,Urban Camouflage - Tactical Mech Armor Design,1
item-133057,Desert Yellow - Light Machine Gun,1
item-133058,Desert Yellow - Lightweight Rapid-Fire Railgun,1
item-133059,Desert Yellow - Shield Generator,1
item-133060,Desert Yellow - Laser Suppression System,1
item-133061,Desert Yellow - Heavy Machine Gun,1
item-133062,Desert Yellow - Phased-Array Radar,1
item-133064,Urban Camouflage - Light Machine Gun,1
item-133065,Urban Camouflage - Lightweight Rapid-Fire Railgun,1
item-133066,Urban Camouflage - Shield Generator,1
item-133067,Urban Camouflage - Laser Suppression System,1
item-133068,Urban Camouflage - Heavy Machine Gun,1
item-133069,Urban Camouflage - Phased-Array Radar,1
item-133070,Urban Camouflage - Explosive Reactive Armor,1
item-161000,Tareus - Assistant Appearance,1
item-161001,Sana - Assistant Appearance,1
item-200003,Icon Frame - Extreme Apex,3
item-200009,Icon Frame - Dance of the Nib,1
item-200022,Icon Frame - Ice Sea Fantasy,1
item-200025,Icon Frame: Deft worker,1
item-200029,Icon Frame - Eternal Beauty,1
item-200031,Icon Frame - Dark Purple Tribute,1
item-200035,Icon Frame - Twilight's Salute,1
item-200037,Icon Frame - Ignition Source,1
item-200038,Icon Frame - Wild Goose Honk,1
item-200041,Icon Frame - Aromatic Fairy Tale,1
item-900031,Platinum Medal,3
item-900033,Platinum Medal,1
item-900034,Nova Medal·Shattered Connexion,46
item-900035,Platinum Medal·Shattered Connexion,1
item-900036,Crown of Respect,20
item-900037,Nova Medal·DJMAX,1
item-900038,Platinum Medal·DJMAX,4
item-900039,Xmas Supply Box,0
item-900040,Nova Medal·The Photo Studio Mystery,116
item-900041,Platinum Medal·The Photo Studio Mystery,20
item-900042,Tangerine Coin,110
item-900043,Nova Medal·Far Side of the Sea,12
item-900044,Platinum Medal·Far Side of the Sea,65
item-900045,Azure Conch,0
item-900046,Xmas Coin,0
item-900047,Nova Medal - One Coin Short,2
item-900048,Platinum Medal - One Coin Short,35
item-900053,True Core Mask - 5th Anniversary,0
item-900055,5th Anniversary Special Supply Box,0
item-1100001,High-Speed Beauties,1
item-1100002,High-Speed Beauties,1
item-1100003,Galactic Oath,1
item-1100004,Galactic Oath,1
item-1100005,Bon appétit !,1
item-1100006,Bon appétit !,1
item-1100007,Corona Fusion,1
item-1100008,Corona Fusion,1
item-1500014,Frontline Protocol - Extra Prize,0
item-1500016,Frontline Protocol - Extra Prize,0
item-1500020,Frontline Protocol - Extra Prize,0
item-1500040,Frontline Protocol - Extra Prize,0
item-1500044,Frontline Protocol - Extra Prize,0
item-1500051,Frontline Protocol - Extra Prize,0
item-1500055,Frontline Protocol - Extra Prize,0
item-1500060,Basic Equipment Indicator,0
item-1500061,Basic Exclusive Equipment Selection Indicator,0
item-1500062,Advanced Exclusive Equipment Selection Indicator,0
item-1500063,Special Event T-Doll Transfer Letter,0
item-1500064,Frontline Protocol - Extra Prize,0
item-1500071,Basic Equipment Indicator,0
item-1500072,Basic Exclusive Equipment Selection Indicator,0
item-1500073,Advanced Exclusive Equipment Selection Indicator,0
item-1500077,Frontline Protocol - Extra Prize,0
item-1500078,Basic Equipment Indicator,0
item-1500079,Basic Exclusive Equipment Selection Indicator,0
item-1500080,Advanced Exclusive Equipment Selection Indicator,0
item-1500084,Frontline Protocol - Extra Prize,0
item-1500085,Basic Equipment Indicator,0
item-1500086,Basic Exclusive Equipment Selection Indicator,0
item-1500087,Advanced Exclusive Equipment Selection Indicator,0
item-1500088,Basic Equipment Indicator,0
item-1500089,Basic Exclusive Equipment Selection Indicator,0
item-1500090,Advanced Exclusive Equipment Selection Indicator,0
item-1500094,Frontline Protocol - Extra Prize,0
item-1500098,Frontline Protocol - Extra Prize,0
item-1500102,Frontline Protocol - Extra Prize,0
item-1500106,Frontline Protocol - Bonus Reward,0
item-1500112,Frontline Protocol - Extra Prize,0
item-1500116,Frontline Protocol - Extra Prize,0
item-1500123,Frontline Protocol - Extra Prize,0
item-1500127,Frontline Protocol - Extra Prize,0
item-1500134,Frontline Protocol - Extra Prize,0
item-1500141,Frontline Protocol - Extra Prize,0
item-1700001,Basic Equipment Selection Indicator,0
item-1700002,Basic Exclusive Equipment Selection Indicator,0
item-1700003,Advanced Exclusive Equipment Selection Indicator,0
item-1700004,Basic Equipment Selection Indicator,0
item-1700005,Basic Exclusive Equipment Selection Indicator,0
item-1700006,Advanced Exclusive Equipment Selection Indicator,0
item-1700007,Basic Equipment Selection Indicator,0
item-1700008,Basic Exclusive Equipment Selection Indicator,0
item-1700009,Advanced Exclusive Equipment Selection Indicator,0
item-1700010,Basic Equipment Selection Indicator,0
item-1700011,Basic Exclusive Equipment Selection Indicator,0
item-1700012,Advanced Exclusive Equipment Selection Indicator,0
item-1700013,Basic Equipment Selection Indicator,0
item-1700014,Basic Exclusive Equipment Selection Indicator,0
item-1700015,Advanced Exclusive Equipment Selection Indicator,1
item-1700016,Basic Equipment Selection Indicator,0
item-1700017,Basic Exclusive Equipment Selection Indicator,0
item-1700018,Advanced Exclusive Equipment Selection Indicator,0
item-1800001,Military-Grade Weapon Component Box,0
item-1800002,Military-Grade Function Component Box,0
item-1800003,Professional-Grade Component Box,0
item-1800004,Industrial-Grade Component Box,0
item-1800005,Standard-Grade Component Box,0
item-1800006,High-Precision Heavy Weapon Universal Component Box,0
item-1800007,High-Precision Light Weapon Universal Component Box,0
item-1800008,Military-Grade Weapon Component Box 2.0,0
item-1800009,Military-Grade Function Component Box 2.0,0
gift-8807,When the Ravens Cry,1
gift-100001,Lollipop,262
gift-100002,Ice Cream Cone,86
gift-100003,Strawberry Custard Cheesecake,1717
gift-100005,Mulan Tea,40
gift-100006,Magic of Happiness,25
gift-100007,Whiskey,50
gift-100008,Eden's Apple,10
gift-100010,Spooky Pumpkin Head,2
gift-100011,Santa Claus' Beard,2
gift-100012,Jingling Bells,2
gift-100013,Reindeer Head Gear,4
gift-100016,Crunchy Dark Chocolate Shell,2
gift-100017,Crunchy White Chocolate Shell,1
gift-100018,Crunchy Cocoa Shell,2
gift-100019,Barking Dessert,2
gift-100021,Dance Is My Legend,10
gift-100022,Slightly Bitter Pudding,10
gift-200001,Combat Report,57881
gift-200003,Beer on Discount,21
gift-200004,Paper Target,1
gift-200005,Kandel Formulation,1
gift-200006,Satan's Tears,1
gift-200007,Crab Cannon,4
gift-200010,Classic Broomstick,1
gift-200011,Helm of the Dark Rider,3
gift-200012,Searing Light Orb,6
gift-200013,Blue Bouquet,2
gift-200014,Bone Heart,1
gift-200017,Sugar-Free Dinergate,2
gift-200019,Fish Hunt Charge 4K,2
gift-200020,Fish Hunt Surfboard,2
gift-200021,Sounding Good In Saga,10
gift-200022,Electronic Fragment,10
gift-400001,Rapid Growth Disk,26088
furniture-10110,State-of-the-Art Workbench,10
furniture-10210,Large Cat Castle,10
furniture-10310,Integrated Canine Care Station,10
furniture-10410,Advanced Compound Bird Cage,10
furniture-10510,Fully-Automatic Twin-Level Temperature-Controlled Playpen,10
furniture-20110,Digital Era Desk,10
furniture-20210,Advanced Drone Console,10
furniture-20310,Advanced Automated Operating Station,10
furniture-20510,Modern Large Server,10
furniture-20410,Hard Disk Array Data Table,10
furniture-20610,Advanced Automated Writer,10
furniture-20700,Bookshelf of Memories,0
furniture-30110,Fairy Palace,10
furniture-30210,King Railway Hub Model,10
furniture-30310,Advanced Warehouse Model,10
furniture-30410,Twin Moon Weather System,10
furniture-40023,Cafe Bar Coffee Machine,0
furniture-40024,Gramophone,0
furniture-40026,Notebook,0
furniture-40027,Projector,0
furniture-40028,Comic Stand,0
furniture-40009,Luffberry chess,0
furniture-50110,Data Detection Hub,10
furniture-50310,Ultra High-Speed Liquid-Cooled Storage,10
furniture-60310,Integrated Indoor Training Range,10
furniture-50500,Futuristic Search Terminal,0
furniture-80007,Real Time Relay Terminal,0
furniture-80011,Black Market Shop,0
furniture-80110,Advanced Gate Console,10
furniture-80306,Advanced Loot Rack,6
furniture-90110,Impulse Reactor,10
furniture-90205,Tactical Chip Research Station,5
furniture-90400,Symmetric Infusion Drive,0
furniture-100100,Workstation,0
furniture-100200,Energy Generator,0
furniture-100300,Research Station,0
furniture-100400,Component Storage,0
furniture-100500,Armor Range,0
furniture-100600,Mobile Armor Platform,0
furniture-100700,Mobile Armor,0
